"voted2004","gender","ageY","ageC","educationC","incomeC","partyAffiliation","percentAttended"
"no","F",25.1969796454366,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.05
"yes","M",71.6759684832567,"(54.2,108]","primary","35k-75k","Republican",0.568181818181818
"no","M",51.6934777850733,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.0588235294117647
"no","M",43.0920332676735,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.105263157894737
"no","M",48.3803895819654,"(45.8,54.2]","primary","< 35k","Democrat",0.363636363636364
"yes","M",23.7469905887503,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"yes","F",36.2497264171591,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.153846153846154
"yes","M",47.017947034362,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.363636363636364
"no","M",38.2058437294813,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.0909090909090909
"no","M",54.9573210768221,"(54.2,108]","postsec","> 75k","Unaffiliated/Other",0.434782608695652
"no","F",36.2251039614795,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0.05
"yes","F",43.8224994528343,"(36.7,45.8]","secondary","35k-75k","Democrat",0.227272727272727
"yes","M",54.3444955132414,"(54.2,108]","primary","35k-75k","Republican",0.386363636363636
"yes","F",26.2721602101116,"(19.2,36.7]","primary","35k-75k","Democrat",0.181818181818182
"yes","F",44.3915517618735,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.1875
"yes","F",53.1133727292624,"(45.8,54.2]","primary","< 35k","Democrat",0.386363636363636
"yes","M",42.0578901291311,"(36.7,45.8]","secondary","> 75k","Republican",0.428571428571429
"yes","M",51.2995184942,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.409090909090909
"no","F",41.261764062158,"(36.7,45.8]","secondary","35k-75k","Republican",0.522727272727273
"no","M",53.3760122565113,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0
"no","M",24.8276428102429,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0
"yes","M",41.0757277303568,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0
"no","M",37.9076384329175,"(36.7,45.8]","primary","< 35k","Unaffiliated/Other",0
"no","M",43.9182534471438,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0
"no","M",46.446158896914,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.204545454545455
"yes","M",36.1868023637557,"(19.2,36.7]","secondary","35k-75k","Democrat",0.461538461538462
"yes","M",21.8811556139199,"(19.2,36.7]","secondary","< 35k","Democrat",0.181818181818182
"yes","M",53.3021448894725,"(45.8,54.2]","secondary","> 75k","Democrat",0.25
"no","M",26.5047056248632,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",42.5257167870431,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.0789473684210526
"yes","F",31.2623112278398,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.09375
"yes","M",36.6546290216678,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.0227272727272727
"no","F",57.107682206172,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0
"yes","M",37.3467936091048,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0
"no","M",44.7964543663821,"(36.7,45.8]","secondary","35k-75k","Republican",0.636363636363636
"yes","M",35.8776537535566,"(19.2,36.7]","secondary","> 75k","Republican",0.586206896551724
"yes","F",47.7402057342963,"(45.8,54.2]","secondary","35k-75k","Democrat",0.386363636363636
"yes","M",49.7537754432042,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.295454545454545
"yes","F",51.906872400963,"(45.8,54.2]","secondary","35k-75k","Democrat",0.363636363636364
"yes","F",67.1344933245787,"(54.2,108]","postsec","35k-75k","Republican",0.431818181818182
"yes","M",49.1217990807617,"(45.8,54.2]","secondary","< 35k","Democrat",0.024390243902439
"no","F",41.7569490041585,"(36.7,45.8]","secondary","< 35k","Democrat",0.5
"yes","F",22.1547384548041,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",70.9537097833224,"(54.2,108]","secondary","< 35k","Democrat",0.613636363636364
"yes","M",53.4635587655942,"(45.8,54.2]","secondary","35k-75k","Republican",0.272727272727273
"no","M",33.0925804333552,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",57.7916393083826,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.227272727272727
"no","F",83.4044648719632,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.307692307692308
"yes","F",40.7994090610637,"(36.7,45.8]","secondary","> 75k","Republican",0.5
"yes","F",45.7375793390239,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.181818181818182
"yes","F",42.6023199824907,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.236842105263158
"yes","F",41.5189319325892,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.227272727272727
"yes","F",35.2128474502079,"(19.2,36.7]","secondary","35k-75k","Republican",0.1875
"yes","F",43.4340118187787,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.228571428571429
"yes","F",48.6977456773911,"(45.8,54.2]","secondary","35k-75k","Republican",0.272727272727273
"no","M",54.4402495075509,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.0227272727272727
"yes","M",54.2706281462027,"(54.2,108]","postsec","35k-75k","Republican",0.159090909090909
"yes","F",48.3803895819654,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.204545454545455
"no","F",44.851170934559,"(36.7,45.8]","secondary","35k-75k","Republican",0.414634146341463
"no","M",66.9402495075509,"(54.2,108]","secondary","35k-75k","Democrat",0.318181818181818
"yes","M",40.2686583497483,"(36.7,45.8]","primary","35k-75k","Democrat",0.295454545454545
"no","F",23.924819435325,"(19.2,36.7]","secondary","35k-75k","Democrat",0.529411764705882
"no","F",37.1224556795798,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.0714285714285714
"yes","F",47.6335084263515,"(45.8,54.2]","secondary","> 75k","Republican",0.386363636363636
"yes","F",62.0540599693587,"(54.2,108]","primary","< 35k","Republican",0.431818181818182
"yes","M",51.4363099146422,"(45.8,54.2]","primary","35k-75k","Democrat",0.210526315789474
"yes","F",77.2078135259357,"(54.2,108]","secondary","35k-75k","Democrat",0.431818181818182
"yes","M",39.2454585248413,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.25
"yes","F",39.6257386736704,"(36.7,45.8]","primary","35k-75k","Democrat",0.363636363636364
"yes","F",29.6591157802583,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.115384615384615
"no","F",32.8873933026921,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.192307692307692
"no","M",56.1638214051215,"(54.2,108]","primary","35k-75k","Democrat",0.386363636363636
"yes","M",35.3660538411031,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0.2
"yes","F",20.0782446924929,"(19.2,36.7]","primary","< 35k","Democrat",0.2
"yes","M",20.1220179470344,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",52.9410155395054,"(45.8,54.2]","secondary","< 35k","Democrat",0.454545454545455
"no","F",32.9475815276866,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0
"yes","F",51.4937623112278,"(45.8,54.2]","primary","< 35k","Unaffiliated/Other",0.227272727272727
"no","M",53.2446924928868,"(45.8,54.2]","secondary","< 35k","Democrat",0.340909090909091
"no","F",52.218756839571,"(45.8,54.2]","postsec","> 75k","Republican",0.568181818181818
"yes","F",28.6331801269424,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.21875
"yes","F",51.6114029328081,"(45.8,54.2]","secondary","> 75k","Republican",0.5
"no","F",33.01050558109,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.131578947368421
"yes","F",43.4586342744583,"(36.7,45.8]","primary","35k-75k","Republican",0.230769230769231
"yes","M",41.3301597723791,"(36.7,45.8]","primary","< 35k","Democrat",0.5
"yes","F",45.6883344276647,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.315789473684211
"yes","F",50.5006565988181,"(45.8,54.2]","secondary","< 35k","Democrat",0.431818181818182
"no","F",45.7922959072007,"(45.8,54.2]","secondary","> 75k","Democrat",0.705882352941177
"yes","F",47.3188881593346,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.0909090909090909
"yes","M",44.0112716130444,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.204545454545455
"yes","M",52.4212081418253,"(45.8,54.2]","secondary","35k-75k","Democrat",0.4
"yes","F",55.1734515211206,"(54.2,108]","primary","35k-75k","Democrat",0.136363636363636
"yes","F",68.3902385642373,"(54.2,108]","secondary","< 35k","Democrat",0.5
"yes","F",50.607353906763,"(45.8,54.2]","primary","> 75k","Republican",0.275862068965517
"yes","F",48.2572773035675,"(45.8,54.2]","secondary","35k-75k","Democrat",0.568181818181818
"yes","F",58.3278616765157,"(54.2,108]","primary","35k-75k","Republican",0.470588235294118
"yes","F",63.6545195885314,"(54.2,108]","secondary","35k-75k","Democrat",0.363636363636364
"yes","M",47.4146421536441,"(45.8,54.2]","secondary","< 35k","Democrat",0.295454545454545
"yes","M",34.0200262639527,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0588235294117647
"yes","M",41.9785511052747,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.275862068965517
"no","F",53.2063908951631,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.227272727272727
"yes","F",54.7138323484351,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.25
"yes","M",59.0172904355439,"(54.2,108]","primary","35k-75k","Democrat",0.454545454545455
"no","M",32.2362661413876,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",46.4516305537317,"(45.8,54.2]","secondary","> 75k","Republican",0.295454545454545
"yes","M",58.478332239002,"(54.2,108]","postsec","< 35k","Unaffiliated/Other",0.340909090909091
"yes","M",58.1281462026702,"(54.2,108]","secondary","> 75k","Democrat",0.477272727272727
"yes","M",78.7043116655723,"(54.2,108]","primary","> 75k","Democrat",0.340909090909091
"no","F",20.3217334208798,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",50.7496169840228,"(45.8,54.2]","postsec","> 75k","Unaffiliated/Other",0.477272727272727
"no","F",19.7937185379733,"(19.2,36.7]","primary","35k-75k","Democrat",0.6
"yes","F",33.3251258481068,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"no","F",77.7631866929306,"(54.2,108]","secondary","> 75k","Republican",0.454545454545455
"no","F",30.2500547165682,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.105263157894737
"no","M",23.0630334865397,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.214285714285714
"yes","F",50.0547165681768,"(45.8,54.2]","secondary","35k-75k","Republican",0.384615384615385
"yes","F",51.7782884657474,"(45.8,54.2]","postsec","< 35k","Unaffiliated/Other",0.136363636363636
"no","M",31.7657036550668,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.0975609756097561
"yes","M",79.7931713722915,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.272727272727273
"yes","F",34.1568176843948,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.318181818181818
"yes","M",56.7000437732545,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.136363636363636
"yes","F",20.9564456117312,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0
"yes","F",70.1958853140731,"(54.2,108]","secondary","< 35k","Democrat",0.25
"yes","M",52.5908295031736,"(45.8,54.2]","postsec","> 75k","Unaffiliated/Other",0.0227272727272727
"no","M",20.666447800394,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"no","M",42.8950536222368,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.295454545454545
"no","M",47.1191726854892,"(45.8,54.2]","secondary","35k-75k","Republican",0.315789473684211
"yes","F",65.8212956883344,"(54.2,108]","secondary","35k-75k","Democrat",0.159090909090909
"no","M",35.0404902604509,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0
"yes","M",20.8716349310571,"(19.2,36.7]","secondary","> 75k","Democrat",0.0909090909090909
"yes","M",48.7907638432917,"(45.8,54.2]","secondary","> 75k","Republican",0.113636363636364
"yes","F",66.5544977019041,"(54.2,108]","secondary","35k-75k","Republican",0.431818181818182
"yes","M",31.7328737141607,"(19.2,36.7]","postsec","> 75k","Republican",0.357142857142857
"yes","F",36.3673670387393,"(19.2,36.7]","secondary","> 75k","Democrat",0.285714285714286
"yes","F",84.2005909389363,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.159090909090909
"yes","F",54.4785511052747,"(54.2,108]","postsec","35k-75k","Democrat",0.236842105263158
"yes","F",55.9859925585467,"(54.2,108]","primary","35k-75k","Republican",0.181818181818182
"yes","M",33.9160647844167,"(19.2,36.7]","postsec","> 75k","Unaffiliated/Other",0.0909090909090909
"yes","M",33.9297439264609,"(19.2,36.7]","primary","> 75k","Republican",0.0975609756097561
"yes","M",41.625629240534,"(36.7,45.8]","primary","35k-75k","Republican",0.292682926829268
"yes","F",68.8443860801051,"(54.2,108]","primary","35k-75k","Democrat",0.522727272727273
"yes","M",68.5981615233093,"(54.2,108]","primary","35k-75k","Democrat",0.568181818181818
"no","F",30.2965637995185,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0.117647058823529
"yes","M",59.1650251696214,"(54.2,108]","primary","< 35k","Democrat",0.295454545454545
"yes","M",47.9344495513241,"(45.8,54.2]","postsec","> 75k","Democrat",0.454545454545455
"yes","M",19.6870212300285,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"no","F",35.5849201138105,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0384615384615385
"no","F",45.2068286277085,"(36.7,45.8]","secondary","35k-75k","Democrat",0.560975609756098
"yes","M",72.3024731888816,"(54.2,108]","secondary","35k-75k","Republican",0.431818181818182
"yes","M",54.3198730575618,"(54.2,108]","secondary","> 75k","Democrat",0.25
"yes","M",39.9321514554607,"(36.7,45.8]","secondary","> 75k","Republican",0.35
"no","F",23.8701028671482,"(19.2,36.7]","primary","< 35k","Democrat",0.352941176470588
"yes","M",68.5407091267236,"(54.2,108]","postsec","> 75k","Unaffiliated/Other",0.454545454545455
"yes","F",62.4699058875027,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.204545454545455
"yes","F",52.2324359816152,"(45.8,54.2]","secondary","< 35k","Republican",0.181818181818182
"no","F",49.5704749398118,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0
"yes","F",43.5762748960385,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.0869565217391304
"yes","M",39.4150798861895,"(36.7,45.8]","secondary","35k-75k","Democrat",0.482758620689655
"no","M",35.4481286933684,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0
"no","F",22.3544539286496,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.142857142857143
"yes","M",19.851170934559,"(19.2,36.7]","primary","< 35k","Democrat",0.2
"no","F",25.4459400306413,"(19.2,36.7]","primary","> 75k","Republican",0.304347826086957
"yes","M",83.8832348435106,"(54.2,108]","primary","35k-75k","Democrat",0.477272727272727
"yes","F",39.9020573429635,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.409090909090909
"yes","M",51.3487634055592,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.272727272727273
"yes","M",46.6677609980302,"(45.8,54.2]","primary","35k-75k","Democrat",0.3125
"yes","F",47.8277522433793,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.105263157894737
"yes","F",37.3358502954695,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.136363636363636
"no","M",41.8527029984679,"(36.7,45.8]","secondary","35k-75k","Republican",0.522727272727273
"yes","F",39.2974392646093,"(36.7,45.8]","secondary","< 35k","Democrat",0.477272727272727
"yes","F",24.1409498796236,"(19.2,36.7]","secondary","> 75k","Republican",0.214285714285714
"yes","M",51.3925366601007,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.4375
"yes","M",41.5079886189538,"(36.7,45.8]","secondary","< 35k","Democrat",0.384615384615385
"yes","M",50.9739549135478,"(45.8,54.2]","secondary","< 35k","Republican",0.363636363636364
"yes","F",50.7988618953819,"(45.8,54.2]","primary","< 35k","Unaffiliated/Other",0.227272727272727
"yes","F",20.1356970890786,"(19.2,36.7]","secondary","> 75k","Democrat",0.2
"no","M",43.9045743050996,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.0975609756097561
"yes","F",36.9637776318669,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.344827586206897
"yes","F",63.2906544101554,"(54.2,108]","primary","35k-75k","Democrat",0.204545454545455
"yes","F",51.9752681111841,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.204545454545455
"yes","M",58.6561610855767,"(54.2,108]","secondary","35k-75k","Republican",0.295454545454545
"no","M",103.92317793828,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.0227272727272727
"no","F",48.2271831910703,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.227272727272727
"no","F",63.5122565112716,"(54.2,108]","primary","35k-75k","Democrat",0.522727272727273
"no","F",27.6510177281681,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.172413793103448
"no","M",21.9057780695995,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.272727272727273
"yes","M",51.4800831691836,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.176470588235294
"yes","M",49.1765156489385,"(45.8,54.2]","secondary","35k-75k","Democrat",0.477272727272727
"yes","F",48.9877434887284,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.230769230769231
"yes","F",67.1509082950317,"(54.2,108]","primary","35k-75k","Democrat",0.363636363636364
"yes","F",50.1313197636244,"(45.8,54.2]","postsec","< 35k","Republican",0.5
"yes","F",74.7619829284307,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.25
"yes","F",44.8812650470563,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.522727272727273
"no","M",50.0027358284088,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.522727272727273
"yes","M",75.5499015101773,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.295454545454545
"yes","F",47.6389800831692,"(45.8,54.2]","secondary","35k-75k","Republican",0.409090909090909
"yes","M",104.921755307507,"(54.2,108]","primary","35k-75k","Republican",0.477272727272727
"yes","F",47.0343620048151,"(45.8,54.2]","primary","35k-75k","Republican",0.659090909090909
"yes","M",40.3370540599694,"(36.7,45.8]","primary","> 75k","Republican",0.454545454545455
"yes","F",20.3764499890567,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.25
"yes","M",53.5620485883125,"(45.8,54.2]","secondary","> 75k","Democrat",0.5
"yes","F",46.3285182753338,"(45.8,54.2]","postsec","> 75k","Unaffiliated/Other",0.545454545454545
"yes","F",34.9009630115999,"(19.2,36.7]","primary","35k-75k","Democrat",0.181818181818182
"no","F",36.0363318012694,"(19.2,36.7]","postsec","> 75k","Unaffiliated/Other",0.0909090909090909
"yes","M",49.080761654629,"(45.8,54.2]","primary","35k-75k","Democrat",0.227272727272727
"yes","F",35.6916174217553,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0
"no","F",63.383672576056,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.318181818181818
"yes","M",75.4732983147297,"(54.2,108]","primary","< 35k","Republican",0.409090909090909
"no","M",24.7346246443423,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0.2
"yes","F",52.0436638214051,"(45.8,54.2]","secondary","< 35k","Democrat",0.272727272727273
"yes","F",41.5271394178157,"(36.7,45.8]","secondary","35k-75k","Democrat",0.307692307692308
"no","F",46.306631648063,"(45.8,54.2]","secondary","35k-75k","Republican",0.341463414634146
"no","F",34.8243598161523,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.136363636363636
"yes","M",39.7379076384329,"(36.7,45.8]","secondary","> 75k","Republican",0.294117647058824
"yes","M",48.7989713285183,"(45.8,54.2]","primary","< 35k","Democrat",0.522727272727273
"no","F",41.4642153644123,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.0227272727272727
"no","F",25.9794265703655,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.0434782608695652
"yes","F",37.2756620704749,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.0681818181818182
"yes","M",58.1965419128912,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.227272727272727
"no","F",30.0776975268111,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.0714285714285714
"no","M",48.2682206172029,"(45.8,54.2]","secondary","< 35k","Republican",0.477272727272727
"no","F",34.9994528343182,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0625
"yes","M",47.0453053184504,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.0344827586206897
"yes","F",55.4415627051871,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.136363636363636
"yes","M",44.1179689209893,"(36.7,45.8]","secondary","35k-75k","Democrat",0.363636363636364
"yes","M",71.4379514116875,"(54.2,108]","secondary","35k-75k","Republican",0.340909090909091
"no","F",30.5619391551762,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0588235294117647
"yes","M",46.7525716787043,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.230769230769231
"yes","F",54.4293061939155,"(54.2,108]","secondary","> 75k","Democrat",0.454545454545455
"no","M",51.5922521339462,"(45.8,54.2]","primary","< 35k","Democrat",0.659090909090909
"yes","F",44.6213613482162,"(36.7,45.8]","postsec","> 75k","Republican",0.363636363636364
"yes","F",43.9374042460057,"(36.7,45.8]","secondary","> 75k","Republican",0.113636363636364
"yes","F",79.8615670825126,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.295454545454545
"yes","M",22.9235062376888,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"yes","M",57.0611731232217,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.0227272727272727
"no","M",47.8250164149705,"(45.8,54.2]","postsec","> 75k","Republican",0.477272727272727
"yes","F",58.1773911140293,"(54.2,108]","secondary","35k-75k","Republican",0.477272727272727
"no","M",49.8604727511491,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.0526315789473684
"no","M",54.7576056029766,"(54.2,108]","secondary","35k-75k","Democrat",0.318181818181818
"yes","M",52.7139417815715,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.295454545454545
"yes","M",48.7004815058,"(45.8,54.2]","postsec","35k-75k","Republican",0.409090909090909
"yes","F",60.5329393740425,"(54.2,108]","primary","< 35k","Democrat",0.295454545454545
"no","M",29.976471875684,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.2
"yes","M",41.141387612169,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.204545454545455
"yes","F",51.403479973736,"(45.8,54.2]","secondary","35k-75k","Republican",0.340909090909091
"yes","F",40.7282775224338,"(36.7,45.8]","postsec","35k-75k","Democrat",0.272727272727273
"yes","M",69.2191945721164,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.295454545454545
"yes","M",28.9642153644123,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",50.2845261545196,"(45.8,54.2]","postsec","35k-75k","Republican",0.340909090909091
"yes","M",37.3550010943314,"(36.7,45.8]","secondary","< 35k","Democrat",0.340909090909091
"no","M",34.2142700809805,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.159090909090909
"no","F",32.4058875027358,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.113636363636364
"yes","M",44.451739986868,"(36.7,45.8]","secondary","35k-75k","Democrat",0.340909090909091
"no","F",44.5146640402714,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0
"no","F",44.555701466404,"(36.7,45.8]","primary","< 35k","Unaffiliated/Other",0.136363636363636
"no","M",25.4459400306413,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.176470588235294
"yes","M",30.4853359597286,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0
"yes","M",22.3736047275115,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0714285714285714
"yes","F",61.668308163712,"(54.2,108]","secondary","35k-75k","Republican",0.409090909090909
"yes","F",52.2379076384329,"(45.8,54.2]","secondary","< 35k","Democrat",0.5
"no","F",52.582622017947,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.394736842105263
"no","F",40.8705405996936,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","M",31.6863646312103,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0714285714285714
"no","M",52.2980958634274,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.340909090909091
"yes","M",50.2872619829284,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.315789473684211
"yes","M",24.2284963887065,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.15
"no","M",36.3372729262421,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0
"no","M",52.5333771065879,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.0681818181818182
"yes","F",55.8300503392427,"(54.2,108]","secondary","35k-75k","Republican",0.545454545454545
"yes","M",86.3017071569271,"(54.2,108]","primary","< 35k","Democrat",0.454545454545455
"no","F",48.9685926898665,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.227272727272727
"no","F",55.4771284745021,"(54.2,108]","secondary","35k-75k","Republican",0.25
"yes","M",41.72959072007,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.0681818181818182
"yes","F",23.7825563580652,"(19.2,36.7]","postsec","35k-75k","Democrat",0.113636363636364
"no","F",24.5759465966295,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.25
"no","M",20.1247537754432,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.2
"no","M",60.9624644342307,"(54.2,108]","primary","> 75k","Unaffiliated/Other",0.204545454545455
"yes","F",51.8795141168746,"(45.8,54.2]","secondary","35k-75k","Democrat",0.477272727272727
"yes","F",24.4637776318669,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0714285714285714
"no","F",28.2501641497045,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0625
"yes","F",45.5570146640403,"(36.7,45.8]","secondary","35k-75k","Republican",0.363636363636364
"yes","M",80.8519369665135,"(54.2,108]","secondary","< 35k","Democrat",0.340909090909091
"yes","F",57.5481505799956,"(54.2,108]","postsec","> 75k","Democrat",0.352941176470588
"yes","F",37.5109433136354,"(36.7,45.8]","primary","< 35k","Republican",0.295454545454545
"yes","F",40.6516743269862,"(36.7,45.8]","secondary","> 75k","Democrat",0.0909090909090909
"no","F",32.0228715254979,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.268292682926829
"yes","M",51.9014007441453,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.227272727272727
"no","M",22.3435106150142,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.142857142857143
"yes","F",36.98019260232,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.153846153846154
